date,signal,price,cash,position,position_value,total_value,daily_pnl
2023-10-10,0.0,4.189067840576172,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-11,0.0,4.224871635437012,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-12,0.0,4.332283973693848,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-13,0.0,4.377038955688477,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-16,0.0,4.4038920402526855,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-17,0.0,4.4038920402526855,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-18,0.0,4.412843227386475,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-19,0.0,4.323332786560059,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-20,0.0,4.287528991699219,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-23,0.0,4.314382076263428,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-24,0.0,4.26067590713501,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-25,0.0,4.215921401977539,1151876.9622380908,0,0.0,1151876.9622380908,0.0
2023-10-26,1.0,4.287528991699219,0.6180663760751486,268389,1150725.6185531616,1150726.2366195377,-1150.725618553115
2023-10-27,0.0,4.269627094268799,0.6180663760751486,268389,1145920.9462037086,1145921.5642700847,-4804.672349452972
2023-10-30,0.0,4.198019027709961,0.6180663760751486,268389,1126702.1288280487,1126702.7468944248,-19218.817375659943
2023-10-31,0.0,4.233822822570801,0.6180663760751486,268389,1136311.4735269547,1136312.0915933307,9609.344698905945
2023-11-01,0.0,4.269627094268799,0.6180663760751486,268389,1145920.9462037086,1145921.5642700847,9609.472676753998
2023-11-02,0.0,4.278578281402588,0.6180663760751486,268389,1148323.3463673592,1148323.9644337352,2402.4001636505127
2023-11-03,0.0,4.242773532867432,0.6180663760751486,268389,1138713.745712757,1138714.3637791332,-9609.60065460205
2023-11-06,0.0,4.215921401977539,0.6180663760751486,268389,1131506.9291553497,1131507.5472217258,-7206.816557407379
2023-11-07,0.0,4.224871635437012,0.6180663760751486,268389,1133909.0733633041,1133909.6914296802,2402.1442079544067
2023-11-08,0.0,4.215921401977539,0.6180663760751486,268389,1131506.9291553497,1131507.5472217258,-2402.1442079544067
2023-11-09,0.0,4.278578281402588,0.6180663760751486,268389,1148323.3463673592,1148323.9644337352,16816.41721200943
2023-11-10,0.0,4.278578281402588,0.6180663760751486,268389,1148323.3463673592,1148323.9644337352,0.0
2023-11-13,0.0,4.26067590713501,0.6180663760751486,268389,1143518.5460400581,1143519.1641064342,-4804.800327301025
2023-11-14,0.0,4.287528991699219,0.6180663760751486,268389,1150725.6185531616,1150726.2366195377,7207.072513103485
2023-11-15,0.0,4.287528991699219,0.6180663760751486,268389,1150725.6185531616,1150726.2366195377,0.0
2023-11-16,0.0,4.296480655670166,0.6180663760751486,268389,1153128.1466946602,1153128.7647610363,2402.5281414985657
2023-11-17,0.0,4.278578281402588,0.6180663760751486,268389,1148323.3463673592,1148323.9644337352,-4804.800327301025
2023-11-20,0.0,4.305431365966797,0.6180663760751486,268389,1155530.4188804626,1155531.0369468387,7207.072513103485
2023-11-21,0.0,4.305431365966797,0.6180663760751486,268389,1155530.4188804626,1155531.0369468387,0.0
2023-11-22,0.0,4.296480655670166,0.6180663760751486,268389,1153128.1466946602,1153128.7647610363,-2402.2721858024597
2023-11-23,0.0,4.296480655670166,0.6180663760751486,268389,1153128.1466946602,1153128.7647610363,0.0
2023-11-24,0.0,4.296480655670166,0.6180663760751486,268389,1153128.1466946602,1153128.7647610363,0.0
2023-11-27,0.0,4.278578281402588,0.6180663760751486,268389,1148323.3463673592,1148323.9644337352,-4804.800327301025
2023-11-28,1.0,4.287528991699219,0.6180663760751486,268389,1150725.6185531616,1150726.2366195377,2402.2721858024597
2023-11-29,0.0,4.269627094268799,0.6180663760751486,268389,1145920.9462037086,1145921.5642700847,-4804.672349452972
2023-11-30,0.0,4.305431365966797,0.6180663760751486,268389,1155530.4188804626,1155531.0369468387,9609.472676753998
2023-12-01,0.0,4.305431365966797,0.6180663760751486,268389,1155530.4188804626,1155531.0369468387,0.0
2023-12-04,0.0,4.296480655670166,0.6180663760751486,268389,1153128.1466946602,1153128.7647610363,-2402.2721858024597
2023-12-05,0.0,4.26067590713501,0.6180663760751486,268389,1143518.5460400581,1143519.1641064342,-9609.60065460205
2023-12-06,0.0,4.206969738006592,0.6180663760751486,268389,1129104.4010138512,1129105.0190802272,-14414.14502620697
2023-12-07,0.0,4.233822822570801,0.6180663760751486,268389,1136311.4735269547,1136312.0915933307,7207.072513103485
2023-12-08,0.0,4.233822822570801,0.6180663760751486,268389,1136311.4735269547,1136312.0915933307,0.0
2023-12-11,0.0,4.233822822570801,0.6180663760751486,268389,1136311.4735269547,1136312.0915933307,0.0
2023-12-12,0.0,4.287528991699219,0.6180663760751486,268389,1150725.6185531616,1150726.2366195377,14414.14502620697
2023-12-13,0.0,4.287528991699219,0.6180663760751486,268389,1150725.6185531616,1150726.2366195377,0.0
2023-12-14,0.0,4.269627094268799,0.6180663760751486,268389,1145920.9462037086,1145921.5642700847,-4804.672349452972
2023-12-15,0.0,4.233822822570801,0.6180663760751486,268389,1136311.4735269547,1136312.0915933307,-9609.472676753998
2023-12-18,1.0,4.269627094268799,0.6180663760751486,268389,1145920.9462037086,1145921.5642700847,9609.472676753998
2023-12-19,0.0,4.287528991699219,0.6180663760751486,268389,1150725.6185531616,1150726.2366195377,4804.672349452972
2023-12-20,0.0,4.287528991699219,0.6180663760751486,268389,1150725.6185531616,1150726.2366195377,0.0
2023-12-21,0.0,4.287528991699219,0.6180663760751486,268389,1150725.6185531616,1150726.2366195377,0.0
2023-12-22,0.0,4.278578281402588,0.6180663760751486,268389,1148323.3463673592,1148323.9644337352,-2402.2721858024597
2023-12-25,0.0,4.296480655670166,0.6180663760751486,268389,1153128.1466946602,1153128.7647610363,4804.800327301025
2023-12-26,0.0,4.314382076263428,0.6180663760751486,268389,1157932.691066265,1157933.3091326412,4804.544371604919
2023-12-27,0.0,4.323332786560059,0.6180663760751486,268389,1160334.9632520676,1160335.5813184436,2402.2721858024597
2023-12-28,0.0,4.269627094268799,0.6180663760751486,268389,1145920.9462037086,1145921.5642700847,-14414.017048358917
2023-12-29,0.0,4.278578281402588,0.6180663760751486,268389,1148323.3463673592,1148323.9644337352,2402.4001636505127
2024-01-02,0.0,4.287528991699219,0.6180663760751486,268389,1150725.6185531616,1150726.2366195377,2402.2721858024597
2024-01-03,0.0,4.332283973693848,0.6180663760751486,268389,1162737.363415718,1162737.9814820942,12011.744862556458
2024-01-04,0.0,4.377038955688477,0.6180663760751486,268389,1174749.1082782745,1174749.7263446506,12011.744862556458
2024-01-05,0.0,4.359136581420898,0.6180663760751486,268389,1169944.3079509735,1169944.9260173496,-4804.800327301025
2024-01-08,0.0,4.368088245391846,0.6180663760751486,268389,1172346.836092472,1172347.4541588482,2402.5281414985657
2024-01-09,0.0,4.368088245391846,0.6180663760751486,268389,1172346.836092472,1172347.4541588482,0.0
2024-01-10,0.0,4.34123420715332,0.6180663760751486,268389,1165139.5076236725,1165140.1256900486,-7207.328468799591
2024-01-11,0.0,4.278578281402588,0.6180663760751486,268389,1148323.3463673592,1148323.9644337352,-16816.161256313324
2024-01-12,0.0,4.305431365966797,0.6180663760751486,268389,1155530.4188804626,1155531.0369468387,7207.072513103485
2024-01-15,0.0,4.350185871124268,0.6180663760751486,268389,1167542.035765171,1167542.6538315471,12011.616884708405
2024-01-16,0.0,4.377038955688477,0.6180663760751486,268389,1174749.1082782745,1174749.7263446506,7207.072513103485
2024-01-17,0.0,4.332283973693848,0.6180663760751486,268389,1162737.363415718,1162737.9814820942,-12011.744862556458
2024-01-18,0.0,4.34123420715332,0.6180663760751486,268389,1165139.5076236725,1165140.1256900486,2402.1442079544067
2024-01-19,0.0,4.377038955688477,0.6180663760751486,268389,1174749.1082782745,1174749.7263446506,9609.60065460205
2024-01-22,0.0,4.377038955688477,0.6180663760751486,268389,1174749.1082782745,1174749.7263446506,0.0
2024-01-23,0.0,4.377038955688477,0.6180663760751486,268389,1174749.1082782745,1174749.7263446506,0.0
